OBS,DURATION,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,INSTALL_RATE,CO_APPLICANT,GUARANTOR,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
881,24,0,1,0,0,0,0,7814,3,0,0,0,0,38,0,0,1,1,1,1,0,1
882,24,0,1,0,0,0,0,9277,2,0,0,0,1,48,0,0,0,1,1,1,0,1
883,30,1,0,0,0,0,0,2181,4,0,0,1,0,36,0,0,1,2,1,0,0,1
884,18,0,0,0,1,0,0,1098,4,0,0,0,0,65,0,0,1,2,1,0,0,1
885,24,0,0,1,0,0,0,4057,3,0,0,0,0,43,0,0,1,1,1,1,0,0
886,12,0,0,0,0,1,0,795,4,0,0,0,0,53,0,0,1,1,1,0,0,0
887,24,0,0,0,0,0,1,2825,4,0,0,0,1,34,0,0,1,2,2,1,0,1
888,48,0,0,0,0,0,1,15672,2,0,0,0,0,23,0,0,1,1,1,1,0,0
889,36,1,0,0,0,0,0,6614,4,0,0,0,0,34,0,0,1,2,1,1,0,1
890,28,0,1,0,0,0,0,7824,3,0,1,1,0,40,1,1,0,2,2,1,0,1
891,27,0,0,0,0,0,1,2442,4,0,0,0,0,43,1,0,1,4,2,1,0,1
892,15,0,0,0,1,0,0,1829,4,0,0,0,0,46,0,0,1,2,1,1,0,1
893,12,1,0,0,0,0,0,2171,4,0,0,0,0,38,1,0,1,2,1,0,1,1
894,36,0,1,0,0,0,0,5800,3,0,0,0,0,34,0,0,1,2,1,1,0,1
895,18,0,0,0,1,0,0,1169,4,0,0,0,0,29,0,0,1,2,1,1,0,1
896,36,0,1,0,0,0,0,8947,3,0,0,0,0,31,1,0,1,1,2,1,0,1
897,21,0,0,0,1,0,0,2606,4,0,0,0,0,28,0,1,0,1,1,1,0,1
898,12,0,0,1,0,0,0,1592,3,0,0,0,0,35,0,0,1,1,1,0,1,1
899,15,0,0,1,0,0,0,2186,1,0,0,1,0,33,1,1,0,1,1,0,0,1
900,18,0,0,1,0,0,0,4153,2,1,0,0,0,42,0,0,1,1,1,0,0,0
901,16,1,0,0,0,0,0,2625,2,0,1,0,0,43,1,1,0,1,1,1,0,0
902,20,1,0,0,0,0,0,3485,2,0,0,1,0,44,0,0,1,2,1,1,0,1
903,36,0,1,0,0,0,0,10477,2,0,0,0,1,42,0,0,0,2,1,0,0,1
904,15,0,0,0,1,0,0,1386,4,0,0,1,0,40,0,1,0,1,1,1,0,1
905,24,0,0,0,1,0,0,1278,4,0,0,1,0,36,0,0,1,1,1,1,0,1
906,12,0,0,0,1,0,0,1107,2,0,0,1,0,20,0,1,0,1,2,1,0,1
907,21,1,0,0,0,0,0,3763,2,1,0,1,0,24,0,0,1,1,1,0,1,1
908,36,0,0,0,0,1,0,3711,2,0,0,0,0,27,0,0,1,1,1,0,0,1
909,15,0,1,0,0,0,0,3594,1,0,0,0,0,46,0,0,1,2,1,0,0,1
910,9,1,0,0,0,0,0,3195,1,0,0,1,0,33,0,0,1,1,1,0,0,1
911,36,0,0,0,1,0,0,4454,4,0,0,1,0,34,0,0,1,2,1,0,0,1
912,24,0,0,1,0,0,0,4736,2,0,0,0,0,25,1,0,1,1,1,0,0,0
913,30,0,0,0,1,0,0,2991,2,0,0,0,0,25,0,0,1,1,1,0,0,1
914,11,0,0,0,0,0,1,2142,1,0,0,1,0,28,0,0,1,1,1,1,0,1
915,24,0,0,0,0,0,1,3161,4,0,0,0,0,31,0,1,0,1,1,1,0,0
916,48,0,0,0,0,0,0,18424,1,0,0,0,0,32,1,0,1,1,1,1,1,0
917,10,0,1,0,0,0,0,2848,1,1,0,1,0,32,0,0,1,1,2,0,0,1
918,6,1,0,0,0,0,0,14896,1,0,0,0,1,68,1,0,1,1,1,1,0,0
919,24,0,0,1,0,0,0,2359,1,0,0,0,0,33,0,0,1,1,1,0,0,0
920,24,0,0,1,0,0,0,3345,4,0,0,0,0,39,0,1,0,1,1,1,0,0
921,18,0,0,1,0,0,0,1817,4,0,0,0,1,28,0,0,1,2,1,0,0,1
922,48,0,0,0,1,0,0,12749,4,0,0,0,0,37,0,0,1,1,1,1,0,1
923,9,0,0,0,,,,,,,,,,,,,,,,,,0
924,12,1,0,0,0,0,0,2002,3,0,0,0,0,30,0,1,0,1,2,1,0,1
925,24,0,0,1,0,0,0,6872,2,0,0,0,0,55,1,0,1,1,1,1,0,0
926,12,1,0,0,0,0,0,697,4,0,0,0,0,46,1,0,1,2,1,1,0,0
927,18,0,0,1,0,0,0,1049,4,0,0,0,0,21,0,1,0,1,1,0,0,1
928,48,0,1,0,0,0,0,10297,4,0,0,0,1,39,1,0,0,3,2,1,0,0
929,30,0,0,0,1,0,0,1867,4,0,0,0,0,58,0,0,1,1,1,1,0,1
930,12,1,0,0,0,0,0,1344,4,0,0,1,0,43,0,0,1,2,2,0,0,1
931,24,0,0,1,0,0,0,1747,4,1,0,0,0,24,0,0,1,1,1,0,1,1
932,9,0,0,0,1,0,0,1670,4,0,0,0,0,22,0,0,1,1,1,1,0,0
933,9,1,0,0,0,0,0,1224,3,0,0,1,0,30,0,0,1,2,1,0,0,1
934,12,0,0,0,1,0,0,522,4,0,0,0,0,42,0,0,1,2,2,1,0,1
935,12,0,0,0,1,0,0,1498,4,0,0,0,0,23,1,0,1,1,1,0,0,1
936,30,0,0,0,1,0,0,1919,4,0,0,0,1,30,1,0,1,2,1,0,0,0
937,9,0,0,0,1,0,0,745,3,0,0,1,0,28,0,0,1,1,1,0,0,0
938,6,0,0,0,1,0,0,2063,4,0,0,0,0,30,0,1,0,1,1,1,0,1
939,60,0,0,0,0,1,0,6288,4,0,0,0,1,42,0,0,0,1,1,0,0,0
940,24,0,1,0,0,0,0,6842,2,0,0,0,0,46,0,0,1,2,2,1,0,1
941,12,1,0,0,0,0,0,3527,2,0,0,0,0,45,0,0,1,1,2,1,0,1
942,10,1,0,0,0,0,0,1546,3,0,0,1,0,31,0,0,1,1,2,0,1,1
943,24,0,0,1,0,0,0,929,4,0,0,0,0,31,1,0,1,1,1,1,0,1
944,4,1,0,0,0,0,0,1455,2,0,0,1,0,42,0,0,1,3,2,0,0,1
945,15,0,0,1,0,0,0,1845,4,0,1,0,0,46,0,1,0,1,1,0,0,1
946,48,1,0,0,0,0,0,8358,1,0,0,0,0,30,0,0,1,2,1,0,0,1
947,24,0,0,1,0,0,0,3349,4,0,0,0,1,30,0,0,0,1,2,1,0,0
948,12,1,0,0,0,0,0,2859,4,0,0,0,1,38,0,0,1,1,1,1,0,1
949,18,0,0,1,0,0,0,1533,4,1,0,0,0,43,0,0,1,1,2,0,0,0
950,24,0,0,0,1,0,0,3621,2,0,0,0,0,31,0,0,1,2,1,0,0,0
951,18,0,0,0,0,0,1,3590,3,0,0,0,0,40,0,0,1,3,2,1,0,1
952,36,0,0,0,0,0,1,2145,2,0,0,0,0,24,0,0,1,2,1,1,0,0
953,24,0,1,0,0,0,0,4113,3,0,0,0,0,28,0,1,0,1,1,0,0,0
954,36,0,0,1,0,0,0,10974,4,0,0,0,0,26,0,0,1,2,1,1,0,0
955,12,1,0,0,0,0,0,1893,4,0,1,0,0,29,0,0,1,1,1,1,0,1
956,24,0,0,0,1,0,0,1231,4,0,0,0,0,57,0,1,0,2,1,1,0,1
957,30,0,0,0,1,0,0,3656,4,0,0,0,0,49,1,0,1,2,1,0,0,1
958,9,0,0,0,1,0,0,1154,2,0,0,1,0,37,0,0,1,3,1,0,0,1
959,28,1,0,0,0,0,0,4006,3,0,0,0,0,45,0,0,1,1,1,0,0,0
960,24,0,0,1,0,0,0,3069,4,0,0,0,1,30,0,0,0,1,1,0,0,1
961,6,0,0,0,1,0,0,1740,2,0,0,1,0,30,0,1,0,2,1,0,0,1
962,21,1,0,0,0,0,0,2353,1,0,0,0,0,47,0,0,1,2,1,0,0,1
963,15,1,0,0,0,0,0,3556,3,0,0,0,1,29,0,0,1,1,1,0,0,1
964,24,0,0,0,1,0,0,2397,3,0,0,0,0,35,1,0,1,2,1,1,0,0
965,6,0,0,0,0,0,0,454,3,0,0,0,0,22,0,0,1,1,1,0,0,1
966,30,0,0,0,1,0,0,1715,4,0,0,0,0,26,0,0,1,1,1,0,0,1
967,27,0,0,0,1,0,0,2520,4,0,0,0,0,23,0,0,1,2,1,0,0,0
968,15,0,0,0,1,0,0,3568,4,0,0,0,0,54,1,1,0,1,1,1,0,1
969,42,0,0,0,1,0,0,7166,2,0,0,0,0,29,0,1,0,1,1,1,0,1
970,11,1,0,0,0,0,0,3939,1,0,0,1,0,40,0,0,1,2,2,0,0,1
971,15,0,0,0,0,0,0,1514,4,0,1,1,0,22,0,0,1,1,1,0,0,1
972,24,1,0,0,0,0,0,7393,1,0,0,0,0,43,0,0,1,1,2,0,0,1
973,24,1,0,0,0,0,0,1193,1,1,0,0,1,29,0,1,0,2,1,0,0,0
974,60,0,0,0,0,0,1,7297,4,1,0,0,1,36,0,1,0,1,1,0,0,0
975,30,0,0,0,1,0,0,2831,4,0,0,0,0,33,0,0,1,1,1,1,0,1
976,24,0,0,0,1,0,0,1258,3,0,0,0,0,57,0,0,1,1,1,0,0,1
977,6,0,0,0,1,0,0,753,2,0,1,1,0,64,0,0,1,1,1,0,0,1
978,18,0,0,0,0,0,1,2427,4,0,0,0,0,42,0,0,1,2,1,0,0,1
979,24,1,0,0,0,0,0,2538,4,0,0,0,0,47,0,0,1,2,2,0,0,0
980,15,1,0,0,0,0,0,1264,2,0,0,0,0,25,0,1,0,1,1,0,0,0
981,30,0,0,1,,,,,,,,,,,,,,1,1,0,0,0
982,48,0,0,0,0,0,1,4844,3,0,0,0,0,33,1,1,0,1,1,1,0,0
983,21,1,0,0,0,0,0,2923,1,0,0,0,0,28,1,0,1,1,1,1,0,1
984,36,0,1,0,0,0,0,8229,2,0,0,0,0,26,0,0,1,1,2,0,0,0
985,24,0,0,1,0,0,0,2028,2,0,0,0,0,30,0,0,1,2,1,0,0,1
986,15,0,0,1,0,0,0,1433,4,0,0,0,0,25,0,1,0,2,1,0,0,1
987,42,0,0,0,0,0,1,6289,2,0,0,0,0,33,0,0,1,2,1,0,0,1
988,13,0,0,0,1,0,0,1409,2,0,0,1,0,64,0,0,1,1,1,0,0,1
989,24,0,1,0,0,0,0,6579,4,0,0,0,1,29,0,0,0,1,1,1,0,1
990,24,0,0,0,1,0,0,1743,4,0,0,0,0,48,0,0,1,2,1,0,0,1
991,12,0,0,0,0,1,0,3565,2,0,0,0,0,37,0,0,1,2,2,0,0,1
992,15,0,0,0,1,0,0,1569,4,0,0,0,0,34,1,0,1,1,2,0,0,1
993,18,0,0,0,1,0,0,1936,2,0,0,0,0,23,0,1,0,2,1,0,0,1
994,36,0,0,1,0,0,0,3959,4,0,0,0,0,30,0,0,1,1,1,1,0,1
995,12,1,0,0,0,0,0,2390,4,0,0,0,0,50,0,0,1,1,1,1,0,1
996,12,,,,,,,,,,,,,,,,,,,,,
997,30,0,1,0,0,0,0,3857,4,0,0,0,0,40,0,0,1,1,1,1,0,1
998,12,0,0,0,1,0,0,804,4,0,0,0,0,38,0,0,1,1,1,0,0,1
999,45,0,0,0,1,0,0,1845,4,0,0,0,1,23,0,0,0,1,1,1,0,0
1000,45,0,1,0,0,0,0,,3,0,0,0,0,,0,0,1,1,1,0,0,1
